Exam_Component_ID,Title,Date_of_Test,Time_of_Test,Building,Room,Instructor,class,class_level
1,Calculus II,12-18-2024,3:15PM-5:45PM,WEST,LECT 1,Flax,MATH,112
3,Calculus II,12-18-2024,3:15PM-5:45PM,CULM,LECT 2,Zaleski,MATH,112
5,Calculus II,12-18-2024,3:15PM-5:45PM,WEST,LECT 1,Flax,MATH,112
7,Calculus II,12-18-2024,3:15PM-5:45PM,CULM,LECT 3,Porus,MATH,112
9,Calculus II,12-18-2024,3:15PM-5:45PM,KUPF,211,Ro,MATH,112
11,Calculus II,12-18-2024,3:15PM-5:45PM,KUPF,211,Ro,MATH,112
13,Calculus II,12-18-2024,3:15PM-5:45PM,WEST,LECT 1,Flax,MATH,112
15,Calculus II,12-18-2024,3:15PM-5:45PM,CULM,LECT 2,Zaleski,MATH,112
17,Calculus II,12-18-2024,3:15PM-5:45PM,CKB,317,Dubicki,MATH,112
19,Calculus II,12-18-2024,3:15PM-5:45PM,CKB,330,Dubicki,MATH,112
21,Calculus II,12-18-2024,3:15PM-5:45PM,TIER,107,Schmidt,MATH,112
23,Calculus II,12-18-2024,3:15PM-5:45PM,TIER,108,Schmidt,MATH,112
25,Calculus II,12-18-2024,3:15PM-5:45PM,WEST,LECT 1,Flax,MATH,112
27,Calculus II,12-18-2024,3:15PM-5:45PM,CULM,LECT 3,Porus,MATH,112
29,Calculus II,12-18-2024,3:15PM-5:45PM,TIER,112,Petropoulos,MATH,112
101,Calculus II,12-18-2024,6:00PM-8:30PM,CULM,110,Behzadpour,MATH,112
1,Finite Math & Calculus I,12-18-2024,2:30PM-5:00PM,FMH,321,Dandan,MATH,113
1,Calculus for Business,12-17-2024,2:30PM-5:00PM,KUPF,208,Kim,MATH,135
3,Calculus for Business,12-17-2024,2:30PM-5:00PM,TIER,114,Alptekin,MATH,135
5,Calculus for Business,12-17-2024,2:30PM-5:00PM,CKB,217,Zaleski,MATH,135
7,Calculus for Business,12-17-2024,2:30PM-5:00PM,CKB,217,Zaleski,MATH,135
9,Calculus for Business,12-17-2024,2:30PM-5:00PM,FMH,405,Cohanoschi,MATH,135
1,General Calculus I,12-17-2024,2:30PM-5:00PM,CULM,LECT 2,Milojevic,MATH,138
3,General Calculus I,12-17-2024,2:30PM-5:00PM,CULM,LECT 2,Milojevic,MATH,138
5,General Calculus I,12-17-2024,2:30PM-5:00PM,CKB,106,Potocki-Dul,MATH,138
7,General Calculus I,12-17-2024,2:30PM-5:00PM,KUPF,202,Ro,MATH,138
9,General Calculus I,12-17-2024,2:30PM-5:00PM,KUPF,207,Nair,MATH,138
11,General Calculus I,12-17-2024,2:30PM-5:00PM,KUPF,105,Massoud,MATH,138
101,General Calculus I,12-17-2024,6:00PM-8:30PM,CULM,110,Hercules-Menjivar,MATH,138
1,Calculus III A,12-18-2024,3:15PM-5:45PM,ME,221,Boubendir,MATH,211
3,Calculus III A,12-18-2024,3:15PM-5:45PM,ME,221,Boubendir,MATH,211
5,Calculus III A,12-18-2024,3:15PM-5:45PM,CKB,314,Kelly,MATH,211
7,Calculus III A,12-18-2024,3:15PM-5:45PM,KUPF,103,Kondic,MATH,211
9,Calculus III A,12-18-2024,3:15PM-5:45PM,TIER,106,Diekman,MATH,211
101,Calculus III A,12-18-2024,6:00PM-8:30PM,FMH,203,Patiak,MATH,211
1,Calculus III B,12-19-2024,8:30AM-11:00AM,CKB,217,Barreto Aranda,MATH,213
3,Calculus III B,12-19-2024,8:30AM-11:00AM,CKB,217,Barreto Aranda,MATH,213
5,Calculus III B,12-19-2024,8:30AM-11:00AM,KUPF,210,Alptekin,MATH,213
7,Calculus III B,12-19-2024,8:30AM-11:00AM,CULM,LECT 2,Ward,MATH,213
9,Calculus III B,12-19-2024,8:30AM-11:00AM,CULM,LECT 2,Ward,MATH,213
11,Calculus III B,12-19-2024,8:30AM-11:00AM,KUPF,210,Alptekin,MATH,213
1,Differential Equations,12-20-2024,3:15PM-5:45PM,CULM,LECT 2,Rana Concepcion,MATH,222
3,Differential Equations,12-20-2024,3:15PM-5:45PM,CULM,LECT 2,Rana Concepcion,MATH,222
5,Differential Equations,12-20-2024,3:15PM-5:45PM,CKB,204,Potocki-Dul,MATH,222
7,Differential Equations,12-20-2024,3:15PM-5:45PM,CKB,204,Potocki-Dul,MATH,222
9,Differential Equations,12-20-2024,3:15PM-5:45PM,CULM,LECT 3,Bouayad,MATH,222
11,Differential Equations,12-20-2024,3:15PM-5:45PM,TIER,114,Young,MATH,222
13,Differential Equations,12-20-2024,3:15PM-5:45PM,CULM,LECT 3,Bouayad,MATH,222
101,Differential Equations,12-20-2024,6:00PM-8:30PM,FMH,404,Potocki-Dul,MATH,222
H01,Differential Equations,12-20-2024,3:15PM-5:45PM,FMH,407,Choi,MATH,222
1,Survey Of Prob and Stats,12-17-2024,11:30AM-2:00PM,KUPF,202,Horwitz,MATH,225
1,Mathematical Modeling,12-16-2024,11:30AM-2:00PM,FMH,407,Diekman,MATH,227
1,General Calculus II,12-18-2024,2:30PM-5:00PM,KUPF,105,Ro,MATH,238
3,General Calculus II,12-18-2024,2:30PM-5:00PM,KUPF,206,Cohanoschi,MATH,238
101,General Calculus II,12-16-2024,6:00PM-8:30PM,FMH,203,Hercules-Menjivar,MATH,238
1,Intro to Probability Theory,12-16-2024,8:30AM-11:00AM,KUPF,209,Subramanian,MATH,244
1,Stats &Probability For Engr,12-20-2024,2:30PM-5:00PM,CKB,217,Mahmood,MATH,279
3,Stats &Probability For Engr,12-20-2024,2:30PM-5:00PM,CKB,217,Mahmood,MATH,279
5,Stats &Probability For Engr,12-20-2024,3:15PM-5:45PM,TIER,LECT 2,Jamedar,MATH,279
7,Stats &Probability For Engr,12-20-2024,3:15PM-5:45PM,TIER,LECT 2,Jamedar,MATH,279
9,Stats &Probability For Engr,12-20-2024,3:15PM-5:45PM,TIER,LECT 2,Jamedar,MATH,279
101,Stats &Probability For Engr,12-17-2024,6:00PM-8:30PM,KUPF,104,Ionescu,MATH,279
103,Stats &Probability For Engr,12-20-2024,6:00PM-8:30PM,KUPF,207,Jamedar,MATH,279
101,Statistics for Technology,12-16-2024,6:00PM-8:30PM,CKB,106,Schmidt,MATH,305
1,Math Analysis For Tech,12-19-2024,2:30PM-5:00PM,KUPF,207,Horwitz,MATH,309
101,Math Analysis For Tech,12-20-2024,6:00PM-8:30PM,TIER,112,Ro,MATH,309
3,Diff Equations for Application,12-20-2024,11:30AM-2:00PM,TIER,105,Cohanoschi,MATH,322
101,Diff Equations for Application,12-19-2024,6:00PM-8:30PM,CULM,LECT 1,Patiak,MATH,322
1,Discrete Analysis For COE,12-20-2024,11:30AM-2:00PM,KUPF,206,Ward,MATH,326
3,Discrete Analysis For COE,12-20-2024,11:30AM-2:00PM,KUPF,105,Rana Concepcion,MATH,326
1,Intro Partial Diff Eq,12-20-2024,2:30PM-5:00PM,TIER,105,Matveev,MATH,331
1,Intro Complex Variables,12-17-2024,2:30PM-5:00PM,CKB,313,Turc,MATH,332
1,Probability and Statistics,12-18-2024,3:15PM-5:45PM,CKB,217,Kim,MATH,333
3,Probability and Statistics,12-18-2024,3:15PM-5:45PM,TIER,LECT 2,Carfora,MATH,333
7,Probability and Statistics,12-18-2024,3:15PM-5:45PM,CKB,217,Kim,MATH,333
9,Probability and Statistics,12-18-2024,3:15PM-5:45PM,KUPF,203,Mahmood,MATH,333
11,Probability and Statistics,12-18-2024,3:15PM-5:45PM,TIER,LECT 2,Carfora,MATH,333
13,Probability and Statistics,12-18-2024,3:15PM-5:45PM,TIER,LECT 2,Carfora,MATH,333
15,Probability and Statistics,12-18-2024,3:15PM-5:45PM,KUPF,208,Schmidt,MATH,333
17,Probability and Statistics,12-18-2024,3:15PM-5:45PM,CKB,120,Natarajan,MATH,333
19,Probability and Statistics,12-18-2024,3:15PM-5:45PM,CULM,111,Dhar,MATH,333
21,Probability and Statistics,12-18-2024,3:15PM-5:45PM,KUPF,106,Mahmood,MATH,333
101,Probability and Statistics,12-18-2024,6:00PM-8:30PM,KUPF,209,Porus,MATH,333
103,Probability and Statistics,12-18-2024,6:00PM-8:30PM,TIER,107,Carfora,MATH,333
H01,Probability and Statistics,12-18-2024,3:15PM-5:45PM,CKB,124,Natarajan,MATH,333
1,Linear Algebra,12-18-2024,3:15PM-5:45PM,KUPF,205,Luke,MATH,337
3,Linear Algebra,12-18-2024,3:15PM-5:45PM,KUPF,202,Goodman,MATH,337
5,Linear Algebra,12-18-2024,3:15PM-5:45PM,KUPF,209,Luke,MATH,337
7,Linear Algebra,12-18-2024,3:15PM-5:45PM,CKB,106,Nguyen,MATH,337
101,Linear Algebra,12-18-2024,6:00PM-8:30PM,CKB,106,Ammicht,MATH,337
1,Applied Numerical Methods,12-19-2024,8:30AM-11:00AM,CKB,126,Bukiet,MATH,340
1,Stats Methods I,12-20-2024,8:30AM-11:00AM,KUPF,209,Carfora,MATH,341
1,Regression Analysis,12-18-2024,2:30PM-5:00PM,ME,224,Jin,MATH,344
1,Mathematics of Finance I,12-19-2024,2:30PM-5:00PM,ECEC,100,Bui,MATH,346
3,Mathematics of Finance I,12-19-2024,2:30PM-5:00PM,ECEC,100,Bui,MATH,346
1,Stochastic/Discrete Bio Models,12-16-2024,8:30AM-11:00AM,FMH,110,MacLaurin,MATH,374
1,Numerical Linear Algebra,12-16-2024,8:30AM-11:00AM,KUPF,105,Siegel,MATH,391
101,Analyticl & Computnl Neurosci,12-16-2024,6:00PM-8:30PM,CKB,316,Rotstein,MATH,430
H01,Math Of Fin Derivatives I,12-17-2024,2:30PM-5:00PM,FMH,407,Pole,MATH,432
1,Actuarial Mathematics I,12-16-2024,2:30PM-5:00PM,FMH,110,Bui,MATH,441
101,Stochastic Simulation,12-17-2024,6:00PM-8:30PM,TIER,111,Horntrop,MATH,448
H01,Methods Of Applied Math,12-18-2024,11:30AM-2:00PM,CKB,214,Afkhami,MATH,450
1,Statistics Capstone I,12-19-2024,2:30PM-5:00PM,FMH,403,Loh,MATH,462
1,Intermed Differen Equatn,12-19-2024,2:30PM-5:00PM,CULM,110,Shirokoff,MATH,473
1,Stat Methods in Data Sci,12-20-2024,2:30PM-5:00PM,FMH,313,Shi,MATH,478
1,Intro Math Analysis,12-17-2024,8:30AM-11:00AM,CULM,LECT 1,Shirokoff,MATH,480
1,Intro Math Analysis,12-17-2024,8:30AM-11:00AM,CULM,LECT 1,Shirokoff,MATH,545
1,Intermed Diff Equations,12-19-2024,2:30PM-5:00PM,CULM,110,Shirokoff,MATH,573
1,Teaching in Mathematics,12-20-2024,2:30PM-5:00PM,FMH,321,Cirillo,MATH,599
1,Adv Applied Math-Modelng,12-18-2024,2:30PM-5:00PM,FMH,412,Matveev,MATH,613
101,Linear Algebra & Applica,12-17-2024,6:00PM-8:30PM,TIER,107,Ammicht,MATH,630
1,Linear Algebra,12-19-2024,11:30AM-2:00PM,FMH,404,Askham,MATH,631
101,Analytcl Computational Neuro,12-16-2024,6:00PM-8:30PM,CKB,316,Rotstein,MATH,635
101,Regression Analysis Methods,12-16-2024,6:00PM-8:30PM,KUPF,107,Wang,MATH,644
1,Analysis,12-17-2024,2:30PM-5:00PM,FMH,412,Bose,MATH,645
1,Methods Of Applied Math I,12-16-2024,2:30PM-5:00PM,FMH,412,Booty,MATH,651
101,Survival Analysis,12-19-2024,6:00PM-8:30PM,TIER,105,Subramanian,MATH,659
101,Intro to Stat Comp w/ SAS & R,12-19-2024,6:00PM-8:30PM,CKB,106,Loh,MATH,660
103,Intro to Stat Comp w/ SAS & R,12-16-2024,6:00PM-8:30PM,KUPF,108,Shang,MATH,660
101,Applied Statistics,12-16-2024,6:00PM-8:30PM,CKB,120,Natarajan,MATH,661
103,Applied Statistics,12-17-2024,6:00PM-8:30PM,CKB,226,Pole,MATH,661
105,Applied Statistics,12-18-2024,6:00PM-8:30PM,CKB,120,Falconer,MATH,661
107,Applied Statistics,12-19-2024,6:00PM-8:30PM,KUPF,204,Flores,MATH,661
109,Applied Statistics,12-19-2024,6:00PM-8:30PM,KUPF,104,Natarajan,MATH,661
851,Applied Statistics,12-20-2024,6:00PM-8:30PM,Online,NULL,Pole,MATH,661
853,Applied Statistics,12-20-2024,6:00PM-8:30PM,Online,NULL,Pole,MATH,661
101,Probability Distributions,12-18-2024,6:00PM-8:30PM,KUPF,202,Dhar,MATH,662
101,Introduction to Biostatistics,12-17-2024,6:00PM-8:30PM,KUPF,210,Kariuki,MATH,663
1,Adv Ordinary Diffe Eq,12-16-2024,2:30PM-5:00PM,FMH,314,Jaquette,MATH,676
101,Stat Methods in Data Science,12-18-2024,6:00PM-8:30PM,CULM,111,Shang,MATH,678
101,Advanced Statistical Learning,12-19-2024,6:00PM-8:30PM,FMH,106,Wang,MATH,680
1,Adv Applied Math III,12-18-2024,2:30PM-5:00PM,FMH,314,Turc,MATH,690
1,Numerical Methods II,12-19-2024,2:30PM-5:00PM,FMH,412,Petropoulos,MATH,712
1,Generalized Linear Models,12-18-2024,11:30AM-2:00PM,CKB,212,Jin,MATH,763
1,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,KUPF,211,Samardzic,ME,215
3,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,KUPF,211,Samardzic,ME,215
5,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,CKB,214,Dong,ME,215
7,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,FMH,405,Chester,ME,215
9,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,KUPF,211,Samardzic,ME,215
101,Engr Materls & Processes,12-17-2024,6:00PM-8:30PM,GITC,2315A,Suwattananont,ME,215
103,Engr Materls & Processes,12-18-2024,6:00PM-8:30PM,CKB,114,Suwattananont,ME,215
HM1,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,KUPF,211,Samardzic,ME,215
HM3,Engr Materls & Processes,12-19-2024,2:30PM-5:00PM,FMH,405,Chester,ME,215
1,Kinematics of Machinery,12-19-2024,8:30AM-11:00AM,CKB,207,Fischer,ME,231
3,Kinematics of Machinery,12-19-2024,8:30AM-11:00AM,CKB,106,Glick,ME,231
101,Kinematics of Machinery,12-18-2024,6:00PM-8:30PM,CKB,303,Russell,ME,231
1,Fluid Mechanics,12-20-2024,2:30PM-5:00PM,CKB,207,Marras,ME,304
101,Fluid Mechanics,12-19-2024,6:00PM-8:30PM,ME,224,Alisafaei,ME,304
1,Intro To System Dynamics,12-19-2024,2:30PM-5:00PM,CKB,126,Fischer,ME,305
101,Intro To System Dynamics,12-16-2024,6:00PM-8:30PM,CKB,124,Ji,ME,305
1,Thermodynamics I,12-19-2024,2:30PM-5:00PM,KUPF,202,Datta,ME,311
101,Thermodynamics I,12-18-2024,6:00PM-8:30PM,ME,221,Song,ME,311
103,Thermodynamics I,12-19-2024,6:00PM-8:30PM,TIER,113,Ali,ME,311
1,Thermodynamics II,12-17-2024,11:30AM-2:00PM,CKB,114,Kountouras,ME,312
101,Thermodynamics II,12-18-2024,6:00PM-8:30PM,ME,224,Datta,ME,312
1,Stress Analysis,12-16-2024,2:30PM-5:00PM,KUPF,202,Glick,ME,315
3,Stress Analysis,12-16-2024,2:30PM-5:00PM,ME,221,Narh,ME,315
101,Stress Analysis,12-17-2024,6:00PM-8:30PM,ME,224,Liu,ME,315
1,Machine Design,12-16-2024,2:30PM-5:00PM,CKB,114,Kountouras,ME,316
101,Machine Design,12-17-2024,6:00PM-8:30PM,CKB,214,Tricamo,ME,316
1,Fundamtls Of Mach Design,12-20-2024,2:30PM-5:00PM,ME,224,Tricamo,ME,339
1,Mechanical Laboratory I,12-17-2024,2:30PM-5:00PM,ME,214,Mani,ME,343
3,Mechanical Laboratory I,12-19-2024,11:30AM-2:00PM,ME,214,Singh,ME,343
5,Mechanical Laboratory I,12-19-2024,2:30PM-5:00PM,ME,214,Zhu,ME,343
101,Mechanical Laboratory I,12-17-2024,6:00PM-8:30PM,ME,214,Reddy,ME,343
1,Mechanical Systems Design I,12-16-2024,8:30AM-11:00AM,KUPF,104,Glick,ME,403
101,Mechanical Systems Design I,12-17-2024,6:00PM-8:30PM,FMH,106,Kountouras,ME,403
103,Mechanical Systems Design I,12-19-2024,6:00PM-8:30PM,FMH,310,Kountouras,ME,403
1,Mechanical Laboratory II,12-20-2024,2:30PM-5:00PM,ME,110,Samardzic,ME,405
3,Mechanical Laboratory II,12-16-2024,11:30AM-2:00PM,ME,110,Narh,ME,405
101,Mechanical Laboratory II,12-16-2024,6:00PM-8:30PM,ME,110,Prasad,ME,405
103,Mechanical Laboratory II,12-20-2024,6:00PM-8:30PM,ME,110,Reddy,ME,405
1,Mechanical Laboratory III,12-20-2024,11:30AM-2:00PM,ME,110,Lee,ME,406
101,Mechanical Laboratory III,12-17-2024,6:00PM-8:30PM,ME,110,Samardzic,ME,406
103,Mechanical Laboratory III,12-18-2024,6:00PM-8:30PM,ME,110,Reddy,ME,406
1,Heat Transfer,12-18-2024,6:00PM-8:30PM,CKB,226,Marras,ME,407
3,Heat Transfer,12-18-2024,6:00PM-8:30PM,KUPF,107,Farokhirad,ME,407
101,Heat Transfer,12-18-2024,6:00PM-8:30PM,CKB,204,Lee,ME,407
HM1,Heat Transfer,12-18-2024,6:00PM-8:30PM,CKB,204,Lee,ME,407
101,Mechanical Systems Design II,12-16-2024,6:00PM-8:30PM,FMH,407,Russell,ME,408
1,Intro Computer Aided Des,12-20-2024,8:30AM-11:00AM,ME,219,Moon,ME,430
3,Intro Computer Aided Des,12-20-2024,11:30AM-2:00PM,ME,219,Mani,ME,430
101,Intro Computer Aided Des,12-16-2024,6:00PM-8:30PM,ME,219,Moon,ME,430
1,Vibration Analysis,12-19-2024,2:30PM-5:00PM,ME,224,Tricamo,ME,433
101,Intro Physical Metallurgy,12-19-2024,6:00PM-8:30PM,CKB,330,Samardzic,ME,438
HM1,Intro Physical Metallurgy,12-19-2024,6:00PM-8:30PM,CKB,330,Samardzic,ME,438
101,Comp Sim & Analy Mech Engr,12-18-2024,6:00PM-8:30PM,ME,219,Prasad,ME,441
1,Dynamics of Space Flight,12-17-2024,2:30PM-5:00PM,FMH,110,Rosato,ME,452
101,Dynam Of Incomp Fluids,12-20-2024,6:00PM-8:30PM,ME,214,Singh,ME,611
101,Continuum Mechanics,12-18-2024,6:00PM-8:30PM,FMH,307,Rao,ME,614
101,Matrix Tensor Meth In Me,12-19-2024,6:00PM-8:30PM,FMH,405,Rosato,ME,616
101,ST:,12-16-2024,6:00PM-8:30PM,FMH,405,Balogh,ME,618
101,Mechanics of Materials,12-16-2024,6:00PM-8:30PM,CKB,315,Ahmadpoor,ME,620
101,Introduction to Robotics,12-19-2024,6:00PM-8:30PM,FMH,321,Swissler,ME,625
101,Computer-Aided Design,12-17-2024,6:00PM-8:30PM,ME,219,Moon,ME,635
1,Engineering Mechanics,12-16-2024,11:30AM-2:00PM,KUPF,210,Milano,MECH,234
3,Engineering Mechanics,12-16-2024,11:30AM-2:00PM,KUPF,118,Saadeghvaziri,MECH,234
HM1,Engineering Mechanics,12-16-2024,11:30AM-2:00PM,KUPF,118,Saadeghvaziri,MECH,234
1,Statics,12-19-2024,11:30AM-2:00PM,CKB,204,Saigal,MECH,235
3,Statics,12-19-2024,11:30AM-2:00PM,CKB,204,Saigal,MECH,235
1,Dynamics,12-18-2024,11:30AM-2:00PM,WEST,LECT 2,Ding,MECH,236
3,Dynamics,12-18-2024,11:30AM-2:00PM,ECEC,115,Ding,MECH,236
5,Dynamics,12-18-2024,11:30AM-2:00PM,CULM,111,Milano,MECH,236
7,Dynamics,12-18-2024,11:30AM-2:00PM,ECEC,100,Ding,MECH,236
HM1,Dynamics,12-18-2024,11:30AM-2:00PM,WEST,LECT 2,Ding,MECH,236
1,Strength Of Materials,12-19-2024,11:30AM-2:00PM,KUPF,117,Castro,MECH,237
3,Strength Of Materials,12-19-2024,11:30AM-2:00PM,KUPF,117,Castro,MECH,237
5,Strength Of Materials,12-19-2024,11:30AM-2:00PM,KUPF,208,Milano,MECH,237
7,Strength Of Materials,12-19-2024,11:30AM-2:00PM,KUPF,208,Milano,MECH,237
101,Strength Of Materials,12-19-2024,6:00PM-8:30PM,COLT,423,Castro,MECH,237
103,Strength Of Materials,12-19-2024,6:00PM-8:30PM,COLT,423,Castro,MECH,237
105,Strength Of Materials,12-16-2024,6:00PM-8:30PM,KUPF,104,Milano,MECH,237
HM1,Strength Of Materials,12-16-2024,6:00PM-8:30PM,KUPF,104,Milano,MECH,237
1,Engrg Graphics & Intro To CAD,12-19-2024,8:30AM-11:00AM,MALL,PC37,Rahman,MET,103
3,Engrg Graphics & Intro To CAD,12-19-2024,8:30AM-11:00AM,MALL,PC40,Frank,MET,103
5,Engrg Graphics & Intro To CAD,12-19-2024,8:30AM-11:00AM,MALL,PC36,Sodhi,MET,103
7,Engrg Graphics & Intro To CAD,12-19-2024,8:30AM-11:00AM,GITC,2315C,Rodriguez,MET,103
101,Engrg Graphics & Intro To CAD,12-19-2024,6:00PM-8:30PM,MALL,PC36,Lanfrank,MET,103
103,Engrg Graphics & Intro To CAD,12-18-2024,6:00PM-8:30PM,MALL,PC36,Lanfrank,MET,103
105,Engrg Graphics & Intro To CAD,12-16-2024,6:00PM-8:30PM,MALL,PC37,Orlos,MET,103
101,Applied CAD,12-19-2024,6:00PM-8:30PM,GITC,2302,Shamroukh,MET,105
103,Applied CAD,12-18-2024,6:00PM-8:30PM,GITC,2302,Makris,MET,105
101,Advanced CAD,12-19-2024,6:00PM-8:30PM,MALL,PC37,Rodriguez,MET,205
1,Statics for Technology,12-16-2024,2:30PM-5:00PM,CKB,214,Jaiswal,MET,235
101,Statics for Technology,12-18-2024,6:00PM-8:30PM,FMH,305,Rohafza,MET,235
101,Dynamics for Technology,12-20-2024,6:00PM-8:30PM,CKB,320,Botros,MET,236
1,Strngth Of Materials For Tec,12-17-2024,11:30AM-2:00PM,FMH,319,Lieber,MET,237
101,Strngth Of Materials For Tec,12-17-2024,6:00PM-8:30PM,FMH,321,Botros,MET,237
1,Anal & Dgn Machn Elems I,12-18-2024,11:30AM-2:00PM,CKB,126,Sengupta,MET,301
101,Anal & Dgn Machn Elems I,12-16-2024,6:00PM-8:30PM,GITC,2315A,Belal,MET,301
101,Anal & Dgn Machn Elem II,12-18-2024,6:00PM-8:30PM,CKB,217,Belal,MET,302
101,Applied Thermodynamics,12-19-2024,6:00PM-8:30PM,GITC,2400,Rohafza,MET,303
451,Applied Thermodynamics,12-21-2024,6:00PM-8:30PM,Online,NULL,Rohafza,MET,303
101,Applied Fluid Mechanics,12-19-2024,6:00PM-8:30PM,GITC,1400,Rahman,MET,304
103,Applied Fluid Mechanics,12-21-2024,12:00PM-2:30PM,ME,110,Tafuni,MET,304
101,Plastics Technology,12-17-2024,6:00PM-8:30PM,GITC,2302,La Rosa,MET,307
1,Dynamics of Machinery,12-20-2024,2:30PM-5:00PM,FMH,404,Rahman,MET,314
101,Dynamics of Machinery,12-18-2024,6:00PM-8:30PM,GITC,1400,Botros,MET,314
101,Automatic Control Systems,12-17-2024,6:00PM-8:30PM,GITC,2310,Awad,MET,415
103,Automatic Control Systems,12-18-2024,6:00PM-8:30PM,GITC,2310,Awad,MET,415
101,Mech Design Capstone Project,12-19-2024,6:00PM-8:30PM,CKB,120,Beshay,MET,450
103,Mech Design Capstone Project,12-16-2024,6:00PM-8:30PM,CKB,214,Beshay,MET,450
1,Quantitative Analysis Appl Bus,12-18-2024,11:30AM-2:00PM,GITC,1100,Rudna,MGMT,116
3,Quantitative Analysis Appl Bus,12-18-2024,11:30AM-2:00PM,GITC,1100,Rudna,MGMT,116
1,Introduction to Business,12-20-2024,2:30PM-5:00PM,GITC,1100,Salmeron,MGMT,190
3,Introduction to Business,12-20-2024,2:30PM-5:00PM,GITC,1100,Salmeron,MGMT,190
5,Introduction to Business,12-20-2024,2:30PM-5:00PM,ME,221,Berliner,MGMT,190
101,Introduction to Business,12-17-2024,6:00PM-8:30PM,KUPF,207,Salmeron,MGMT,190
103,Introduction to Business,12-16-2024,6:00PM-8:30PM,ECEC,115,Roman,MGMT,190
1,Business Data Analytics,12-18-2024,11:30AM-2:00PM,GITC,1400,Gupta,MGMT,216
3,Business Data Analytics,12-18-2024,11:30AM-2:00PM,GITC,1400,Gupta,MGMT,216
101,Business Data Analytics,12-17-2024,7:30PM-8:50PM,KUPF,105,Zhou,MGMT,216
1,Business Law I,12-16-2024,11:30AM-2:00PM,CULM,110,Chamoun,MGMT,290
3,Business Law I,12-16-2024,11:30AM-2:00PM,ECEC,115,Fox,MGMT,290
451,Business Law I,12-21-2024,12:00PM-2:30PM,Online,NULL,Garcia,MGMT,290
453,Business Law I,12-21-2024,6:00PM-8:30PM,Online,NULL,Garcia,MGMT,290
455,Business Law I,12-16-2024,6:00PM-8:30PM,Online,NULL,Fox,MGMT,290
1,Business Research Methods,12-16-2024,2:30PM-5:00PM,KUPF,209,Shi,MGMT,316
101,Business Research Methods,12-19-2024,6:00PM-8:30PM,CKB,124,Shi,MGMT,316
451,Real Estate Principles,12-21-2024,9:00AM-11:30AM,Online,NULL,Berliner,MGMT,330
1,Principles of Business,12-19-2024,2:30PM-5:00PM,CKB,120,Egbelu,MGMT,390
101,Principles of Business,12-17-2024,6:00PM-8:30PM,CULM,LECT 2,Egbelu,MGMT,390
451,Principles of Business,12-20-2024,6:00PM-8:30PM,Online,NULL,Egbelu,MGMT,390
453,Principles of Business,12-19-2024,6:00PM-8:30PM,Online,NULL,Egbelu,MGMT,390
459,Principles of Business,12-21-2024,3:00PM-5:30PM,Online,NULL,Scott,MGMT,390
461,Principles of Business,12-21-2024,3:00PM-5:30PM,Online,NULL,Roman,MGMT,390
HM1,Principles of Business,12-19-2024,2:30PM-5:00PM,CKB,120,Egbelu,MGMT,390
101,International Business,12-17-2024,6:00PM-8:30PM,CULM,LECT 3,Gargouri,MGMT,391
451,International Business,12-21-2024,3:00PM-5:30PM,Online,NULL,Greenberg,MGMT,391
453,International Business,12-20-2024,6:00PM-8:30PM,Online,NULL,Greenberg,MGMT,391
1,AI for Business Decisions,12-20-2024,8:30AM-11:00AM,CKB,207,Fox,MGMT,416
HM1,AI for Business Decisions,12-20-2024,8:30AM-11:00AM,CKB,207,Fox,MGMT,416
1,Managing Tech & Innovation,12-18-2024,2:30PM-5:00PM,WEST,LECT 2,Zhang,MGMT,480
101,Managing Tech & Innovation,12-19-2024,7:30PM-8:50PM,KUPF,103,Zhang,MGMT,480
101,Dec Anal with Quant Modeling,12-17-2024,6:00PM-8:30PM,CAB,3052,Sylla,MGMT,630
851,Dec Anal with Quant Modeling,12-21-2024,3:00PM-5:30PM,Online,NULL,Sylla,MGMT,630
101,Data Mining&Anal For Mngrs,12-18-2024,6:00PM-8:30PM,KUPF,105,Shohrab,MGMT,635
851,Data Mining&Anal For Mngrs,12-19-2024,6:00PM-8:30PM,Online,NULL,Chen,MGMT,635
853,Data Mining&Anal For Mngrs,12-21-2024,3:00PM-5:30PM,Online,NULL,Yu,MGMT,635
101,Knowledge Management,12-18-2024,6:00PM-8:30PM,KUPF,103,Koskinen,MGMT,650
101,Business Research Methods I,12-17-2024,6:00PM-8:30PM,CAB,2020,Zhang,MGMT,682
1,Intro To Mngmnt Info Syst,12-19-2024,11:30AM-2:00PM,GITC,1400,Kudyba,MIS,245
3,Intro To Mngmnt Info Syst,12-19-2024,11:30AM-2:00PM,GITC,1400,Kudyba,MIS,245
101,Intro To Mngmnt Info Syst,12-18-2024,6:00PM-8:30PM,KUPF,205,Goswami,MIS,245
451,Intro To Mngmnt Info Syst,12-20-2024,6:00PM-8:30PM,Online,NULL,Lovitch,MIS,245
455,Intro To Mngmnt Info Syst,12-21-2024,3:00PM-5:30PM,Online,NULL,Lovitch,MIS,245
